,text,BIO_anno,class,bank_topic
5323,哈哈，没有没有，我们都是用来备用的，她开始我申卡说申那么多有什么用，自从18年她爸爸肿瘤要钱治疗后就知道信用卡的好处了，什么亲戚都不可靠，有钱的亲姑妈也一样，所...,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
5324,倒一倒，银行就认为你是理财客户,O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2,工商银行
5325,好事好事觉悟高双刃剑看人用加油,O O O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,工商银行
5326,恭喜，好好用，满六个月可以申请新卡曲线,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,1,工商银行
5327,为啥你一开卡就能到图二德界面？我点击就是暂无支持自助调额的卡，？卡柜面注册，莫非我的无界卡的原因？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2,工商银行
5328,这个无界卡有碰到坑吗，唉，我被坑死，后面申请实体卡才行,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2,工商银行
5329,没有啊，无界卡就微信支付宝和云闪付可以用，等过六个月再申其他实体卡来曲线,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O,2,工商银行
5330,我的无界卡无缘无故被暂停了，打电话给客服说只能注销，还要去营业厅，普通那些还不行，要去白云区那个专门搞信用卡那个，反正我后面不申请没实体的了，这么不稳定...,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,工商银行
5331,为啥明天还要过去，好心累啊,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5332,跟你说什么，太心累啊,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5333,激活了就没事了，别听银行忽悠了，大概率是给你开其他业务。,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
5334,取卡的时候需要工作单位地址吗？,O O O O O O O O O O O O O O O,2,工商银行
5335,如果你激活它，你就没事了。不要听银行的虚张声势。大概率是给你别的。,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
5336,小问题，近期减少硬查询就出来了,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2,工商银行
5337,在哪里申请调额的？,O O O O O O O O O,2,工商银行
5338,942,O O O,2,工商银行
5339,你这是申请太多了??隔2/3月就好了,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2,
5340,一不分期，二不逾期，注销小贷，狂刷狂还过半年再试试？,O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2,工商银行
5341,难搞哦,B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
5342,申请次数太多？？,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,工商银行
5343,怕送人头所以一直没申请过提额，该提还是会提，该降还是会降的,B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_N O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ O,2,工商银行
5344,随意了，看淡，无所谓了,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5345,有工商E分期，建行分期通，中行优客分期，招商闪电?贷。没有小贷，没有网贷,O B-BANK I-BANK O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT,2,工商银行
5346,工行你不分期，每个月都往死打,B-BANK I-BANK O O B-PRODUCT I-PRODUCT O O O O O O O O,2,工商银行
5347,晚上夜宵的时候额度就有了,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,工商银行
5348,什么渠道申的，我是去办储蓄卡的时候申请的招行信用卡，有单位电话，申请的就很快,O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2,
5349,行，我晚点再看，期待惊喜,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
5350,怎么是刑侦不该是经侦吗，搞错了,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
5351,干啥了被冻结,O O O O B-COMMENTS_N I-COMMENTS_N,2,工商银行
5352,我也不知道啊银行写给我的说被侦查大队冻结,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,工商银行
5353,那有可能涉案了，麻烦,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,工商银行
5354,了解这种情况么，焦虑啊,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5355,不了解啊??但是你想呀，刑侦都是负责刑事案件的，一般不插手经济方面的纠纷和案子的。他们介入肯定性质会严重些的，不过也可能误会啥的，最好打探一下免得对自己的档案和...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2,
5356,我的冻了2年半了，就专业吧，佛了,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
5357,唉好吧，好心累,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
5358,不能解么我去查了被无限期续冻了麻烦,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,工商银行
5359,我18年4月冻的，每半年去一次，每次都是查询告诉我冻结，今天我会去看看，这次去是因为这么久了工商突然发短信邀请我办卡了，我怀疑已经解封了，不然不会发给我...,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
5360,我去查一下说我的无限期续冻??都不知道怎么搞,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2,
5361,现在解冻了吗？,O O B-COMMENTS_N I-COMMENTS_N O O O,2,工商银行
5362,上月解了，也没打算再用工行银行的了,O O O O O O O O O O O B-BANK I-BANK O O O O,2,
5363,我的银行卡今天解冻日到了，还是用不了，你上次冻结的卡后来能用吗，,O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,工商银行
5364,用不了要等解冻,O O O O O B-COMMENTS_N I-COMMENTS_N,2,工商银行
5365,你的卡一共冻了多长时间解的，时间久不,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,2,
5366,哥们我也是WD给河南那边冻半年了，今天到期了还没有解，你的后面有打电话过去吗？还是自己自动解冻的,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,工商银行
5367,你这个卡牵扯到案件了吧，有点危险啊,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5368,估计这平台给端了，冻结了一大批涉案的,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2,工商银行
5369,估计是吧不清楚也不敢问,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
5370,没事，去下公安局做个笔录就好了，我朋友也是wd卡，被冻结10多万，直接去做笔录，把网赌的情况供出来就好了，把网赌流水这些信息提供出来就行了，直接解封，他是6000万流水...,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,工商银行
5371,自己的卡怎么会不清楚呢？自己心里应该有数吧,O O O O O O O O O O O O O O O O O O O O O,2,工商银行
5372,解析了就没问题了？网赌不是触犯法律吗，你们太狠了,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5373,月收入到手3.5个，不高,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
5374,不违法，只是du客，且不是以堵为业的就没事。意思是有其他正常工作为生的就没事。怎么堵都没事。不能是开赌场的也不能是代理。意思就是不以赌博为业的就行。...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O,2,工商银行
5375,我也是单纯参加网络赌博，现在银行卡被银行系统锁定，说是电信诈骗，被封半个月了，会被公安传唤吗？,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,0,工商银行
5376,你好，被续冻无限期，现在解冻了吗？,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,工商银行
5377,想想自己做了什么，想清楚了,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5378,解决了吗。我的跟你一样，工行卡，无限期续冻。快一年了。不知道怎么解决。(????????)?????,O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
5379,我10万都被降0,O O O O O O B-COMMENTS_ADJ O,2,工商银行
5380,我正在协商，提交了资料了，还没回复,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2,工商银行
5381,我10万一下降成了0,O O O O O O B-COMMENTS_ADJ O O O,2,工商银行
5382,怎么协商啊,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
5383,大妈行??,O O O O O,2,
5384,这个不稳啊，我点了三次都拒了,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ O,2,工商银行
5385,早就放弃了,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
5386,下卡一万，用了三年了，毛都没涨,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ,2,工商银行
5387,送人头的，没啥意义，无聊的,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5388,曲线试试呢我一开始5k上来的，慢慢来,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5389,我是下卡5000??赶上一波3倍到10000??中间赶上三倍但是没提??然后我就开始曲线上来了,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,
5390,那你运气真不行??邀请短信很少不提的…,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2,
5391,现在滴大妈不是以前滴大妈,O O O O O O O O O O O O,2,工商银行
5392,可能是工行没资产吧??我第一次提了??第二次没提??然后我就曲线试试了??结果成功了??就是时间太久??半年曲线一次,O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,
5393,老哥，上个月底我下了华夏39000你还有印象吗？我前天又在云闪付申请了浦发，又过了，批了12000。这银行也是奇怪，征信有逾期，你需要他的时候他是死活不过，你不怎么需要他...,O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
5394,来大山东试一下,O O O O O O O,2,工商银行
5395,上图,O O,2,工商银行
5396,你这是存了多少进去？做的理财吗,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O,2,工商银行
5397,牛逼曲线的什么卡??我过段时间也准备曲线,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2,
5398,生肖白金卡,O O B-PRODUCT I-PRODUCT I-PRODUCT,2,工商银行
5399,奇怪的是无界卡被暂停了，论坛的大佬有教打电话去问，问过一次，当时说,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
5400,广发鼎极白,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT,2,工商银行
5401,说出你的故事,O O O O O O,2,工商银行
5402,差十几个小麦就能换袋米了，这样搞我，太恶心了,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5403,不是他要搞你，是被那些换不到的人举报了自己得不到，也不想别人得到，这种人最可恶,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,工商银行
5404,农业悠然白1w,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O,2,工商银行
5405,实在不行的话，app里也可以操作，下载一个工行的APP,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O,2,
5406,白金卡还好使吗,B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
5407,不能传图？,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,工商银行
5408,比我高一点，我3000,O O B-COMMENTS_ADJ O O O O O O O O,2,工商银行
5409,大妈行首卡,O O O B-PRODUCT I-PRODUCT,2,工商银行
5410,12行60万额度，太少了，要加油哈，12行百万额度才有看头。,O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,工商银行
5411,好上吗？是继续申卡还是提额？,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O,2,工商银行
5412,你这快百万了大佬,O O B-COMMENTS_ADJ O O O O O,2,工商银行
5413,还是找银行客fu或者银行网点处理,O O O O O O O O O O O O O O O O,2,工商银行
5414,找客服，确定疫情期间办理延期成功的，能撤销，我上海银行一样的情况，半年后才想起来，撤销了,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,工商银行
5415,打电话给客服一直让我等消息，说是五个工作日回复，从去年等到今年，刚刚又打电话，让我继续等五个工作日，工行服务太差...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,工商银行
5416,还在发卡城市吗，直接去卡部，这客服是吃了巴豆吧一点小事拉半年，太恶心了,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5417,还在，打算明天去办理，希望能一天解决吧，效率太低了,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,
5418,问下你哈，疫情延期一个月的，现在能撤销吗？,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,工商银行
5419,????今天朋友圈工行借记卡靓号满天飞！刚问一个卖家说2000块，给我链接，我自己,O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,
5420,不是骗子就不会卖你2000了,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,0,工商银行
5421,傻,B-COMMENTS_ADJ,2,工商银行
5422,不是免费，定制起步288，卡面也有限制,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O,2,工商银行
5423,288愿意的，就是不知道怎么办理，给点信息也愿意，就是2000太多了！,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,工商银行
5424,光大10,B-BANK I-BANK O O,2,工商银行
5425,老哥，工行借记卡办理下来了吗？,O O O B-BANK I-BANK O O O O O O O O O O,2,工商银行
5426,办了个无语号,O O O O O O,2,工商银行
5427,怎么还是无语号，不是自选尾号的吗？,O O O O O O O O O O O O O O O O O,2,工商银行
5428,没找到选号的步骤，付钱提交，自动生成一个无语号,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2,工商银行
5429,注销不用了，挂失还能运气好一点的话弄个好号，你知道建设银行借记卡怎么办理自选尾号吗？我刚办理了一个...,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
5430,我一个银行卡靓号都没有，手机号码倒是139开头，后面7连。还不带4,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
5431,工行储蓄卡888888885需要多少钱呢？在线问,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2,工商银行
5432,我没办到，不舍得花大价钱。又没人肯教，放弃吧,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
5433,你按照呆账金额结清的？,O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O,2,工商银行
5434,是啊。我去银行卡部问他还多少钱。他查了一下告诉我还多少。跟征信上是一样的数，我就去柜台存钱了,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O,2,工商银行
5435,搬砖，代发。认钱不认人的,O O O O O O O O O O O O,2,工商银行
5436,四大下两万不少了,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
5437,你其他卡都几万啊，这么豪横,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,工商银行
5438,两万还少你让下卡三千的情何以堪,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2,工商银行
5439,你当时是销卡还是销户？,O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O,2,工商银行
5440,贷款你可以柜台受理，这又不冲突。,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,2,工商银行
5441,柜台申请了，审批中，稳吗,O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2,工商银行
5442,你真的是教师？,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,工商银行
5443,这张是单银联的白金卡。空有额度。有实体卡吗？你确认？,O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2,工商银行
5444,确定有，实体卡在我手上,O O O O O O O O O O O,2,工商银行
5445,无界白金数字卡没实体,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2,工商银行
5446,没实体卡,O O O O,2,工商银行
